"RNAiID","batchID","RNAi_geneName","RNAi_WBID","RNAi_seeding_stage","intended_RNAi_gene_name","intended_RNAi_WBID","note","RNAi_identity_QC","isValidRNAi","isICEL","isMetabolic","incl_in_mGRN","isResponsive","N_DE_targetExcluded"
"x.bpnt_1 met5_lib3","met5_lib3","bpnt-1","WBGene00044063","L1","bpnt-1","WBGene00044063",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,2
"x.pdi_1 met5_lib3","met5_lib3","pdi-1","WBGene00003962","L1","pdi-1","WBGene00003962",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,5
"x.kars_1 met5_lib3","met5_lib3","kars-1","WBGene00002238","L1","kars-1","WBGene00002238",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,676
"x.atic_1 met5_lib3","met5_lib3","atic-1","WBGene00016957","L1","atic-1","WBGene00016957",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.dhfr_1 met5_lib3","met5_lib3","dhfr-1","WBGene00007974","L1","dhfr-1","WBGene00007974",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,10
"x.hrde_4 met5_lib3","met5_lib3","hrde-4","WBGene00020403","L1","ppk-1","WBGene00004087",NA,"swap",TRUE,FALSE,FALSE,FALSE,FALSE,1
"x.ppk_2 met5_lib3","met5_lib3","ppk-2","WBGene00004088","L1","ppk-2","WBGene00004088",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,65
"x.tyms_1 met5_lib3","met5_lib3","tyms-1","WBGene00022455","L1","tyms-1","WBGene00022455",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,1
"x.F48E8.3 met5_lib3","met5_lib3","F48E8.3","WBGene00018610","L1","F48E8.3","WBGene00018610",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,18
"x.acly_1 met5_lib3","met5_lib3","acly-1","WBGene00016995","L1","acly-1","WBGene00016995",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,9
"x.suca_1 met5_lib3","met5_lib3","suca-1","WBGene00009812","L1","suca-1","WBGene00009812",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.pps_1 met5_lib4","met5_lib4","pps-1","WBGene00004091","L1","pps-1","WBGene00004091",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,5
"x.got_2.2 met5_lib4","met5_lib4","got-2.2","WBGene00015778","L1","got-2.2","WBGene00015778",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.fnta_1 met5_lib4","met5_lib4","fnta-1","WBGene00019823","L1","fnta-1","WBGene00019823",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,23
"x.rpb_6 met5_lib4","met5_lib4","rpb-6","WBGene00007355","L1","rpb-6","WBGene00007355",NA,"correct",TRUE,TRUE,FALSE,TRUE,TRUE,872
"x.sucl_1 met5_lib4","met5_lib4","sucl-1","WBGene00007350","L1","sucl-1","WBGene00007350",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,62
"x.unc_32 met5_lib4","met5_lib4","unc-32","WBGene00006768","L1","unc-32","WBGene00006768",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,1669
"x.F53F1.2 met5_lib4","met5_lib4","F53F1.2","WBGene00009980","L1","F53F1.2","WBGene00009980",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.qdpr_1 met5_lib4","met5_lib4","qdpr-1","WBGene00011398","L1","qdpr-1","WBGene00011398",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,1
"x.cbl_1 met5_lib4","met5_lib4","cbl-1","WBGene00007533","L1","cbl-1","WBGene00007533",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.got_2.1 met5_lib4","met5_lib4","got-2.1","WBGene00016652","L1","got-2.1","WBGene00016652",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.cysl_3 met5_lib4","met5_lib4","cysl-3","WBGene00019962","L1","cysl-3","WBGene00019962",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,3
"x.sams_4 met5_lib4","met5_lib4","sams-4","WBGene00015540","L1","sams-4","WBGene00015540",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,111
"x.aps_2 met5_lib4","met5_lib4","aps-2","WBGene00000157","L1","cysl-2","WBGene00010759",NA,"swap",TRUE,FALSE,FALSE,FALSE,FALSE,2
"x.sucl_2 met5_lib4","met5_lib4","sucl-2","WBGene00017759","L1","sucl-2","WBGene00017759",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,231
"x.gcsh_2 met5_lib4","met5_lib4","gcsh-2","WBGene00009918","L1","gcsh-2","WBGene00009918",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.cbs_1 met5_lib5","met5_lib5","cbs-1","WBGene00013866","L1","cbs-1","WBGene00013866",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,811
"x.idh_2 met5_lib5","met5_lib5","idh-2","WBGene00007942","L1","idh-2","WBGene00007942",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,10
"x.vha_7 met5_lib5","met5_lib5","vha-7","WBGene00006916","L1","vha-7","WBGene00006916",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,9
"x.ahcy_1 met5_lib5","met5_lib5","ahcy-1","WBGene00019322","L1","ahcy-1","WBGene00019322",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,547
"x.RCBVECTOR_pri_1 met5_lib5","met5_lib5","RCBVECTOR-pri-1",NA,"L1","pri-1","WBGene00004180","Failed to pass RNAi identity QC and Sanger sequencing found a recombined vector, with multiple cloning site truncated and T7 promotor deleted. Therefore, the RNAi plasmid lacked valid dsRNA expression region, which is likely a result of vector recombination, and is expected to be deficient in producing dsRNA.","error",FALSE,FALSE,FALSE,FALSE,FALSE,2
"x.tir_1 met5_lib5","met5_lib5","tir-1","WBGene00006575","L1","emb-8","WBGene00001262",NA,"swap",TRUE,FALSE,FALSE,FALSE,TRUE,144
"x.daf_41 met5_lib5","met5_lib5","daf-41","WBGene00022599","L1","daf-41","WBGene00022599",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,4
"x.inos_1 met5_lib5","met5_lib5","inos-1","WBGene00012148","L1","inos-1","WBGene00012148",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,3
"x.mthf_1 met5_lib5","met5_lib5","mthf-1","WBGene00015512","L1","mthf-1","WBGene00015512",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,94
"x.T25D3.3 met5_lib5","met5_lib5","T25D3.3","WBGene00020797","L1","T25D3.3","WBGene00020797",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,1
"x.mel_32 met5_lib5","met5_lib5","mel-32","WBGene00003214","L1","mel-32","WBGene00003214",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,4
"x.mpst_1 met5_lib5","met5_lib5","mpst-1","WBGene00008409","L1","mpst-1","WBGene00008409",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.acly_2 met5_lib6","met5_lib6","acly-2","WBGene00007150","L1","acly-2","WBGene00007150",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,14
"x.algn_9 met5_lib6","met5_lib6","algn-9","WBGene00007556","L1","algn-9","WBGene00007556",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,2
"x.sucg_1 met5_lib6","met5_lib6","sucg-1","WBGene00016844","L1","sucg-1","WBGene00016844",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,78
"x.fntb_1 met5_lib6","met5_lib6","fntb-1","WBGene00006465","L1","fntb-1","WBGene00006465",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.age_1 met5_lib6","met5_lib6","age-1","WBGene00000090","L1","age-1","WBGene00000090",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,3
"x.pcaf_1 met5_lib6","met5_lib6","pcaf-1","WBGene00021636","L1","pcaf-1","WBGene00021636",NA,"correct",TRUE,TRUE,FALSE,FALSE,FALSE,1
"x.Y76A2B.5 met5_lib6","met5_lib6","Y76A2B.5","WBGene00013577","L1","Y76A2B.5","WBGene00013577",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,2
"x.mtrr_1 met5_lib6","met5_lib6","mtrr-1","WBGene00006510","L1","mtrr-1","WBGene00006510",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,6
"x.idh_1 met5_lib6","met5_lib6","idh-1","WBGene00010317","L1","idh-1","WBGene00010317",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.T20B12.7 met5_lib6","met5_lib6","T20B12.7","WBGene00020604","L1","fum-1","WBGene00001503",NA,"swap",TRUE,FALSE,FALSE,FALSE,TRUE,97
"x.nuo_1 met6_lib1","met6_lib1","nuo-1","WBGene00003831","L2","nuo-1","WBGene00003831",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,53
"x.T20H4.5 met6_lib1","met6_lib1","T20H4.5","WBGene00020636","L2","T20H4.5","WBGene00020636",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,158
"x.sdha_2 met6_lib1","met6_lib1","sdha-2","WBGene00016392","L2","sdha-2","WBGene00016392",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,8
"x.mes_2 met6_lib1","met6_lib1","mes-2","WBGene00003220","L1","mes-2","WBGene00003220",NA,"correct",TRUE,TRUE,FALSE,TRUE,TRUE,28
"x.prx_10 met6_lib1","met6_lib1","prx-10","WBGene00006946","L1","prx-10","WBGene00006946",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,2
"x.rsp_8 met6_lib1","met6_lib1","rsp-8","WBGene00004705","L1","asb-2","WBGene00000207",NA,"swap",TRUE,FALSE,FALSE,FALSE,TRUE,25
"x.F42G8.10 met6_lib1","met6_lib1","F42G8.10","WBGene00018361","L2","F42G8.10","WBGene00018361",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,62
"x.F09E5.3 met6_lib1","met6_lib1","F09E5.3","WBGene00017283","L1","F09E5.3","WBGene00017283",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,130
"x.dif_1 met6_lib1","met6_lib1","dif-1","WBGene00000996","L1","dif-1","WBGene00000996",NA,"correct",TRUE,TRUE,FALSE,TRUE,TRUE,5
"x.aap_1 met6_lib1","met6_lib1","aap-1","WBGene00000001","L1","aap-1","WBGene00000001",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,1
"x.ucr_2.3 met6_lib1","met6_lib1","ucr-2.3","WBGene00020757","L2","ucr-2.3","WBGene00020757",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,28
"x.F45H10.3 met6_lib1","met6_lib1","F45H10.3","WBGene00009740","L1","F45H10.3","WBGene00009740",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,3
"x.nduf_2.2 met6_lib1","met6_lib1","nduf-2.2","WBGene00006463","L2","nduf-2.2","WBGene00006463",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,331
"x.asp_1 met6_lib1","met6_lib1","asp-1","WBGene00000214","L1","asp-1","WBGene00000214",NA,"correct",TRUE,TRUE,FALSE,TRUE,TRUE,16
"x.F31D4.9 met6_lib1","met6_lib1","F31D4.9","WBGene00009294","L2","F31D4.9","WBGene00009294",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,28
"x.F37C12.3 met6_lib2","met6_lib2","F37C12.3","WBGene00018151","L1","F37C12.3","WBGene00018151",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,318
"x.C33A12.1 met6_lib2","met6_lib2","C33A12.1","WBGene00007880","L1","C33A12.1","WBGene00007880",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,219
"x.algn_2 met6_lib2","met6_lib2","algn-2","WBGene00017282","L1","algn-2","WBGene00017282",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,59
"x.Y48E1B.3 met6_lib2","met6_lib2","Y48E1B.3","WBGene00013002","L1","Y48E1B.3","WBGene00013002",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.asb_1 met6_lib2","met6_lib2","asb-1","WBGene00000206","L2","asb-1","WBGene00000206",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,39
"x.sdhd_1 met6_lib2","met6_lib2","sdhd-1","WBGene00009353","L1","sdhd-1","WBGene00009353",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,66
"x.Y71H2AM.4 met6_lib2","met6_lib2","Y71H2AM.4","WBGene00022169","L2","Y71H2AM.4","WBGene00022169",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,39
"x.T27E9.2 met6_lib2","met6_lib2","T27E9.2","WBGene00012094","L1","T27E9.2","WBGene00012094",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,21
"x.nduf_6 met6_lib2","met6_lib2","nduf-6","WBGene00009051","L1","nduf-6","WBGene00009051",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,608
"x.nuo_4 met6_lib2","met6_lib2","nuo-4","WBGene00019401","L2","nuo-4","WBGene00019401",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,90
"x.nduf_9 met6_lib2","met6_lib2","nduf-9","WBGene00021800","L2","nduf-9","WBGene00021800",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,80
"x.nuo_6 met6_lib3","met6_lib3","nuo-6","WBGene00012166","L1","nuo-6","WBGene00012166",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,280
"x.nuo_5 met6_lib3","met6_lib3","nuo-5","WBGene00021562","L2","nuo-5","WBGene00021562",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,92
"x.Y56A3A.19 met6_lib3","met6_lib3","Y56A3A.19","WBGene00013237","L1","Y56A3A.19","WBGene00013237",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,78
"x.VECTORLIKE_F53F4.10 met6_lib3","met6_lib3","VECTORLIKE-F53F4.10",NA,"L1","F53F4.10","WBGene00009992","Failed to pass RNAi identity QC due to low efficiency and/or lack of target dsRNA signals. Sanger sequencing of the RNAi plasmid identified a vector with truncated multiple cloning site but intact T7 promotor at both side, which is similar to a vector control RNAi that expresses a non-targeting dsRNA.","error",FALSE,FALSE,FALSE,FALSE,TRUE,11
"x.mvk_1 met6_lib3","met6_lib3","mvk-1","WBGene00021534","L1","mvk-1","WBGene00021534",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,1
"x.plc_4 met6_lib3","met6_lib3","plc-4","WBGene00004039","L1","plc-4","WBGene00004039",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,1
"x.ldh_1 met6_lib3","met6_lib3","ldh-1","WBGene00002262","L1","ldh-1","WBGene00002262",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.set_4 met6_lib3","met6_lib3","set-4","WBGene00016313","L1","set-4","WBGene00016313",NA,"correct",TRUE,TRUE,FALSE,TRUE,TRUE,35
"x.cyc_1 met6_lib3","met6_lib3","cyc-1","WBGene00000869","L2","cyc-1","WBGene00000869",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,478
"x.T02H6.11 met6_lib3","met6_lib3","T02H6.11","WBGene00020181","L2","T02H6.11","WBGene00020181",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,57
"x.nduf_5 met6_lib4","met6_lib4","nduf-5","WBGene00021839","L1","nduf-5","WBGene00021839",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,284
"x.asg_1 met6_lib4","met6_lib4","asg-1","WBGene00000209","L2","asg-1","WBGene00000209",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,72
"x.C25H3.11 met6_lib4","met6_lib4","C25H3.11","WBGene00016120","L1","C25H3.9","WBGene00016118",NA,"swap",TRUE,FALSE,FALSE,FALSE,FALSE,0
"x.M01E11.1 met6_lib4","met6_lib4","M01E11.1","WBGene00019710","L1","M01E11.1","WBGene00019710",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.Y63D3A.7 met6_lib4","met6_lib4","Y63D3A.7","WBGene00013406","L1","Y63D3A.7","WBGene00013406",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,61
"x.nuo_2 met6_lib4","met6_lib4","nuo-2","WBGene00020417","L2","nuo-2","WBGene00020417",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,49
"x.R01H10.7 met6_lib4","met6_lib4","R01H10.7","WBGene00010975","L1","R01H10.7","WBGene00010975",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.cat_4 met6_lib4","met6_lib4","cat-4","WBGene00000298","L1","cat-4","WBGene00000298",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,15
"x.asg_2 met6_lib4","met6_lib4","asg-2","WBGene00000210","L2","asg-2","WBGene00000210",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,136
"x.cyc_2.2 met6_lib4","met6_lib4","cyc-2.2","WBGene00013854","L1","cyc-2.2","WBGene00013854",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,1
"x.sdha_1 met6_lib4","met6_lib4","sdha-1","WBGene00015391","L1","sdha-1","WBGene00015391",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,107
"x.F45H10.2 met6_lib4","met6_lib4","F45H10.2","WBGene00009739","L1","F45H10.2","WBGene00009739",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,229
"x.met_2 met6_lib5","met6_lib5","met-2","WBGene00019883","L1","met-2","WBGene00019883",NA,"correct",TRUE,TRUE,FALSE,TRUE,TRUE,88
"x.sdhb_1 met6_lib5","met6_lib5","sdhb-1","WBGene00006433","L2","sdhb-1","WBGene00006433",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,228
"x.MULTIPLE_pars_2_T27F6.6 met6_lib5","met6_lib5","MULTIPLE-pars-2-T27F6.6",NA,"L1","pars-2","WBGene00004190","RNAi identity QC found the insert of the RNAi plasmid accidentally spaned multiple genes, resulting in unclear targeting specificity. Sanger sequencing found an insertion targeting to the whole ORF of pars-2, which is overlaped with T27F6.6 by ~180 bp. The tentative target genes (based on dsRNA signals / Sanger sequencing) were labeled in the RNAi gene name.","error",FALSE,FALSE,FALSE,FALSE,TRUE,12
"x.crls_1 met6_lib5","met6_lib5","crls-1","WBGene00017763","L1","crls-1","WBGene00017763",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,2
"x.C18E9.4 met6_lib5","met6_lib5","C18E9.4","WBGene00007684","L1","C18E9.4","WBGene00007684",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,382
"x.dyb_1 met6_lib5","met6_lib5","dyb-1","WBGene00001115","L1","F23C8.5","WBGene00017734",NA,"swap",TRUE,FALSE,FALSE,FALSE,FALSE,4
"x.qars_1 met6_lib5","met6_lib5","qars-1","WBGene00001336","L1","qars-1","WBGene00001336",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,443
"x.nuo_3 met6_lib5","met6_lib5","nuo-3","WBGene00013308","L2","nuo-3","WBGene00013308",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,126
"x.nfs_1 met6_lib5","met6_lib5","nfs-1","WBGene00015021","L1","nfs-1","WBGene00015021",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,1119
"x.unc_26 met6_lib5","met6_lib5","unc-26","WBGene00006763","L1","unc-26","WBGene00006763",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.bca_1 met6_lib5","met6_lib5","bca-1","WBGene00000245","L1","bca-1","WBGene00000245",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,10
"x.C16A3.5 met6_lib5","met6_lib5","C16A3.5","WBGene00015810","L2","C16A3.5","WBGene00015810",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,115
"x.lpd_5 met6_lib5","met6_lib5","lpd-5","WBGene00003061","L1","lpd-5","WBGene00003061",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,622
"x.Y51H1A.3 met6_lib5","met6_lib5","Y51H1A.3","WBGene00013094","L2","Y51H1A.3","WBGene00013094",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,77
"x.ZK809.3 met6_lib5","met6_lib5","ZK809.3","WBGene00014086","L2","ZK809.3","WBGene00014086",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,80
"x.R07E4.3 met6_lib5","met6_lib5","R07E4.3","WBGene00019937","L1","R07E4.3","WBGene00019937",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,253
"x.RCBVECTOR_hpo_18 met6_lib6","met6_lib6","RCBVECTOR-hpo-18",NA,"L1","hpo-18","WBGene00017982","Failed to pass RNAi identity QC and Sanger sequencing found a recombined vector, with multiple cloning site truncated and T7 promotor deleted. Therefore, the RNAi plasmid lacked valid dsRNA expression region, which is likely a result of vector recombination, and is expected to be deficient in producing dsRNA.","error",FALSE,FALSE,FALSE,FALSE,TRUE,32
"x.F59C6.5 met6_lib6","met6_lib6","F59C6.5","WBGene00010326","L2","F59C6.5","WBGene00010326",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,58
"x.mev_1 met6_lib6","met6_lib6","mev-1","WBGene00003225","L1","mev-1","WBGene00003225",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,588
"x.rars_2 met6_lib6","met6_lib6","rars-2","WBGene00004680","L1","rars-2","WBGene00004680",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,25
"x.acs_22 met6_lib6","met6_lib6","acs-22","WBGene00017012","L1","acs-22","WBGene00017012",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.cyc_2.1 met6_lib6","met6_lib6","cyc-2.1","WBGene00017121","L2","cyc-2.1","WBGene00017121",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,10
"x.let_721 met6_lib6","met6_lib6","let-721","WBGene00002855","L1","let-721","WBGene00002855",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,29
"x.gln_5 met6_lib6","met6_lib6","gln-5","WBGene00001606","L1","gln-5","WBGene00001606",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,1
"x.ttx_7 met6_lib6","met6_lib6","ttx-7","WBGene00008765","L1","ttx-7","WBGene00008765",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.maoc_1 met6_lib6","met6_lib6","maoc-1","WBGene00017123","L1","maoc-1","WBGene00017123",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,14
"x.F44G4.2 met6_lib6","met6_lib6","F44G4.2","WBGene00009712","L2","F44G4.2","WBGene00009712",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,34
"x.ucr_2.2 met6_lib6","met6_lib6","ucr-2.2","WBGene00011679","L1","ucr-2.2","WBGene00011679",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.ucr_2.1 met6_lib6","met6_lib6","ucr-2.1","WBGene00012158","L1","ucr-2.1","WBGene00012158",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.D2030.4 met6_lib6","met6_lib6","D2030.4","WBGene00008414","L2","D2030.4","WBGene00008414",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,18
"x.alh_11 met7_lib1","met7_lib1","alh-11","WBGene00000117","L1","alh-11","WBGene00000117",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,4
"x.enol_1 met7_lib1","met7_lib1","enol-1","WBGene00011884","L1","enol-1","WBGene00011884",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,3
"x.C46C2.5 met7_lib1","met7_lib1","C46C2.5","WBGene00008113","L1","F52B11.2","WBGene00009925",NA,"swap",TRUE,FALSE,FALSE,FALSE,FALSE,0
"x.fbp_1 met7_lib1","met7_lib1","fbp-1","WBGene00001404","L1","fbp-1","WBGene00001404",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.klo_2 met7_lib1","met7_lib1","klo-2","WBGene00017103","L1","klo-2","WBGene00017103",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,1
"x.D2063.1 met7_lib1","met7_lib1","D2063.1","WBGene00017060","L1","D2063.1","WBGene00017060",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,3
"x.aldo_2 met7_lib1","met7_lib1","aldo-2","WBGene00017166","L1","aldo-2","WBGene00017166",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,140
"x.MULTIPLE_gpd_1_2_3_4 met7_lib1","met7_lib1","MULTIPLE-gpd-1-2-3-4",NA,"L1","gpd-1","WBGene00001683","RNAi identity QC found the insert of the RNAi plasmid accidentally spaned multiple genes, resulting in unclear targeting specificity. Sanger sequencing found an insertion targeting to  gpd-1/2/3/4 because of high sequence similarity of those genes. The tentative target genes (based on dsRNA signals / Sanger sequencing) were labeled in the RNAi gene name.","error",FALSE,FALSE,FALSE,FALSE,FALSE,2
"x.pyk_1 met7_lib1","met7_lib1","pyk-1","WBGene00009126","L1","pyk-1","WBGene00009126",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.tps_1 met7_lib1","met7_lib1","tps-1","WBGene00006602","L1","tps-1","WBGene00006602",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.klo_1 met7_lib1","met7_lib1","klo-1","WBGene00016848","L1","klo-1","WBGene00016848",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,1
"x.gpd_2 met7_lib1","met7_lib1","gpd-2","WBGene00001684","L1","gpd-2","WBGene00001684",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,3
"x.gyg_1 met7_lib1","met7_lib1","gyg-1","WBGene00006863","L1","gyg-1","WBGene00006863",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.alh_9 met7_lib2","met7_lib2","alh-9","WBGene00000115","L1","alh-9","WBGene00000115",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,40
"x.tkt_1 met7_lib2","met7_lib2","tkt-1","WBGene00008506","L1","tkt-1","WBGene00008506",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,891
"x.rpia_1 met7_lib2","met7_lib2","rpia-1","WBGene00015101","L1","rpia-1","WBGene00015101",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,1
"x.Y39G8B.1 met7_lib2","met7_lib2","Y39G8B.1","WBGene00012722","L1","Y39G8B.1","WBGene00012722",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.aldo_1 met7_lib2","met7_lib2","aldo-1","WBGene00011474","L1","aldo-1","WBGene00011474",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,1
"x.cha_1 met7_lib2","met7_lib2","cha-1","WBGene00000481","L1","unc-17","WBGene00006756",NA,"swap",TRUE,TRUE,TRUE,FALSE,FALSE,3
"x.K08E3.5 met7_lib2","met7_lib2","K08E3.5","WBGene00010665","L1","K08E3.5","WBGene00010665",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,5
"x.gpd_4 met7_lib2","met7_lib2","gpd-4","WBGene00001686","L1","gpd-4","WBGene00001686",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,2
"x.tald_1 met7_lib2","met7_lib2","tald-1","WBGene00021286","L1","tald-1","WBGene00021286",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,927
"x.alh_4 met7_lib2","met7_lib2","alh-4","WBGene00000110","L1","alh-4","WBGene00000110",NA,"correct",TRUE,TRUE,TRUE,TRUE,TRUE,60
