rxnID,rxnFormula,LB,UB,note
RC01794,h[c] + nadph[c] + dhbpt[c]  -> nadp[c] + thbpt[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC04620,3 h2o[c] + ahdt[c]  -> 2 h[c] + 3 pi[c] + dhnpt[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC00943,atp[c] + thf[c] + for[c]  <=> adp[c] + pi[c] + 10fthf[c] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
RC01655,h2o[c] + methf[c]  <=> h[c] + 10fthf[c] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
RM01655,h2o[m] + methf[m]  <=> h[m] + 10fthf[m] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
RM01220,nadp[m] + mlthf[m]  <=> nadph[m] + methf[m] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
RC01220,nadp[c] + mlthf[c]  -> nadph[c] + methf[c] ,0,1000,"Assuming both the directions of MTHFD and MTHFD2 as reducing direction (producing NADPH/NADH) in vivo, based on PMID: 24805240"
RC01218,nad[c] + mlthf[c]  -> nadh[c] + methf[c] ,0,1000,"Assuming both the directions of MTHFD and MTHFD2 as reducing direction (producing NADPH/NADH) in vivo, based on PMID: 24805240"
RM02300,h2o[m] + methf[m]  -> h[m] + 5fthf[m] ,0,1000,"Original iCEL1314 reaction and default constraints."
RM02301,atp[m] + 5fthf[m]  -> adp[m] + pi[m] + methf[m] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC01224,2 h[c] + nadph[c] + mlthf[c]  <=> nadp[c] + 5mthf[c] ,-0.01,1000,"Restricting non-canonical NADPH production flux. Canonical reactions were selected based on PMID: 24805240 (incl. RM00248, RC02736, RC01528, RC00267, RM00267, RM01220, RC01220 and RM00216)."
RC07168,2 h[c] + nadh[c] + mlthf[c]  <=> nad[c] + 5mthf[c] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
RC00941,h2o[c] + nadp[c] + 10fthf[c]  -> h[c] + co2[c] + nadph[c] + thf[c] ,0,0.01,"Restricting non-canonical NADPH production flux. Canonical reactions were selected based on PMID: 24805240 (incl. RM00248, RC02736, RC01528, RC00267, RM00267, RM01220, RC01220 and RM00216)."
RC04326,h2o[c] + gar[c] + methf[c]  <=> 2 h[c] + thf[c] + fgam[c] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
RM01301,h2o[m] + 4hbzcoa[m]  -> coa[m] + h[m] + 4hbz[m] ,0,1000,"Original iCEL1314 reaction and default constraints."
RM08767,coa[m] + nad[m] + h2o[m] + 4cmcoa[m]  -> accoa[m] + nadh[m] + h[m] + 4hbzcoa[m] ,0,1000,"Original iCEL1314 reaction and default constraints."
RM08766,34hpl[m]  -> h2o[m] + T4hcinnm[m] ,0,1000,"Original iCEL1314 reaction and default constraints."
RM03336,nadh[m] + h[m] + 34hpp[m]  <=> nad[m] + 34hpl[m] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
RM07273,4hbz[m] + nonadp[m]  -> ppi[m] + 3nphb[m] ,0,1000,"Original iCEL1314 reaction and default constraints."
RM08770,nadh[m] + h[m] + o2[m] + 3nphb[m]  -> nad[m] + h2o[m] + 3npdhb[m] ,0,1000,"Original iCEL1314 reaction and default constraints."
RMC0026,h[m] + nadph[m] + o2[m] + 3nphb[m]  -> h2o[m] + nadp[m] + 3npdhb[m] ,0,1000,"Original iCEL1314 reaction and default constraints."
RM08771,3npdhb[m] + amet[m]  -> h[m] + 3npdhb_me[m] + ahcys[m] ,0,1000,"Original iCEL1314 reaction and default constraints."
RM08772,h[m] + 3npdhb_me[m]  -> co2[m] + 2np6mep[m] ,0,1000,"Original iCEL1314 reaction and default constraints."
RM08773,o2[m] + 2np6mep[m]  -> h2o[m] + 2np6mobq[m] ,0,1000,"Original iCEL1314 reaction and default constraints."
RM08774,amet[m] + 2np6mobq[m]  -> h[m] + ahcys[m] + 2np6mobq_me[m] ,0,1000,"Original iCEL1314 reaction and default constraints."
RM08775,h[m] + nadph[m] + o2[m] + 2np6mobq_me[m]  -> h2o[m] + nadp[m] + 2npmhobq[m] ,0,1000,"Original iCEL1314 reaction and default constraints."
RM08781,amet[m] + 2npmhobq[m]  -> h[m] + ahcys[m] + q9[m] ,0,1000,"Original iCEL1314 reaction and default constraints."
RMC0027,q8[m]  -> q[m] ,0,1000,"Original iCEL1314 reaction and default constraints."
RMC0028,q9[m]  -> q[m] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC02082,2 h[c] + 2 nadph[c] + hmgcoa[c]  <=> 2 nadp[c] + coa[c] + mev-R[c] ,-0.01,1000,"Restricting non-canonical NADPH production flux. Canonical reactions were selected based on PMID: 24805240 (incl. RM00248, RC02736, RC01528, RC00267, RM00267, RM01220, RC01220 and RM00216)."
RC02245,atp[c] + mev-R[c]  -> adp[c] + h[c] + 5pmev[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC03245,atp[c] + 5pmev[c]  -> adp[c] + 5dpmev[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC01121,atp[c] + 5dpmev[c]  -> adp[c] + pi[c] + co2[c] + ipdp[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC01123,ipdp[c]  <=> dmpp[c] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
RC01658,ipdp[c] + dmpp[c]  -> ppi[c] + grdp[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC02003,ipdp[c] + grdp[c]  -> ppi[c] + frdp[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RCC0185,6 ipdp[c] + frdp[c]  -> 6 ppi[c] + nonadp[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC05556,19 ipdp[c] + frdp[c]  -> 19 ppi[c] + dedoldp[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RCC0029,h2o[c] + dedoldp[c]  -> h[c] + pi[c] + dedolp[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RCC0030,h2o[c] + dedolp[c]  -> pi[c] + dedol[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RCC0031,h[c] + nadph[c] + dedol[c]  -> nadp[c] + dolichol[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC01018,ctp[c] + dolichol[c]  -> h[c] + cdp[c] + dolp[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC02061,ipdp[c] + frdp[c]  -> ppi[c] + ttc-ggdp[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC09844,frdp[c] + protCys[c]  -> ppi[c] + protSfar[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RCC0032,ttc-ggdp[c] + protCys[c]  <=> ppi[c] + protSger[c] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
RC09845,h2o[c] + protSfar[c]  -> protSfarC[c] + pepd[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RCC0033,h2o[c] + protSger[c]  -> pepd[c] + protSgerC[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC04496,amet[c] + protSfarC[c]  -> h[c] + ahcys[c] + protSfarCmet[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RCC0034,amet[c] + protSgerC[c]  -> h[c] + ahcys[c] + protSgerCmet[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC05969,dolp[c] + uacgam[c]  <=> ump[c] + naglc2p[c] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
RC05970,uacgam[c] + naglc2p[c]  -> h[c] + udp[c] + chito2pdol[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC05972,chito2pdol[c] + gdpmann[c]  -> h[c] + gdp[c] + mpdol[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC05973,gdpmann[c] + mpdol[c]  -> h[c] + gdp[c] + m1mpdol[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC06238,gdpmann[c] + m1mpdol[c]  -> h[c] + gdp[c] + m2mpdol[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RCC0037,2 gdpmann[c] + m2mpdol[c]  -> 2 h[c] + 2 gdp[c] + m4mpdol[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC01009,dolp[c] + gdpmann[c]  <=> gdp[c] + dolmanp[c] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
RC06258,m4mpdol[c] + dolmanp[c]  -> h[c] + dolp[c] + m5mpdol[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC06259,dolmanp[c] + m5mpdol[c]  -> h[c] + dolp[c] + m6mpdol[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC06260,dolmanp[c] + m6mpdol[c]  -> h[c] + dolp[c] + m7mpdol[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC06261,dolmanp[c] + m7mpdol[c]  -> h[c] + dolp[c] + m8mpdol[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC01005,dolp[c] + udpg[c]  -> udp[c] + dolglcp[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC06262,m8mpdol[c] + dolglcp[c]  -> h[c] + dolp[c] + g1m8mpdol[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC06263,dolglcp[c] + g1m8mpdol[c]  -> h[c] + dolp[c] + g2m8mpdol[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC06264,dolglcp[c] + g2m8mpdol[c]  -> h[c] + dolp[c] + g3m8mpdol[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC05976,g3m8mpdol[c] + Asn-X-Ser/Thr[c]  -> h[c] + doldp[c] + g3m8masn[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC05979,h2o[c] + g3m8masn[c]  -> g2m8masn[c] + glc-D[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC05980,h2o[c] + g2m8masn[c]  -> glc-D[c] + g1m8masn[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC05981,h2o[c] + g1m8masn[c]  -> glc-D[c] + m8masn[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC05982,4 h2o[c] + m8masn[c]  -> m4masn[c] + 4 man[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC05983,uacgam[c] + m4masn[c]  -> h[c] + udp[c] + nm4masn[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RCC0038,h2o[c] + nm4masn[c]  -> man[c] + nm3masn[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RCC0039,h2o[c] + nm3masn[c]  -> man[c] + nm2masn[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC05985,uacgam[c] + nm2masn[c]  -> h[c] + udp[c] + n2m2masn[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC05988,n2m2masn[c] + gdpfuc[c]  -> h[c] + gdp[c] + fn2m2masn[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC05989,fn2m2masn[c] + 2 udpgal[c]  -> 2 h[c] + 2 udp[c] + l2fn2m2masn[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RCC0040,h2o[c] + nm3masn[c]  -> m3masn[c] + acgam[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RCC0041,h2o[c] + nm2masn[c]  -> acgam[c] + m2masn[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC09319,nm2masn[c] + gdpfuc[c]  -> h[c] + gdp[c] + fnm2masn[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RCC0042,h2o[c] + fnm2masn[c]  -> acgam[c] + fm2masn[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC01384,h[c] + udpglcur[c]  -> co2[c] + udpxyl[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC00306,h2o[c] + clb[c]  -> 2 glc-D[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC03681,udpg[c]  -> h[c] + udp[c] + nbglycogen[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC02110,nbglycogen[c]  -> glycogen[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RCC0043,0.5 pi[c] + glycogen[c]  -> 0.5 g1p[c] + 0.5 dxtrn1[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RCC0044,dxtrn1[c]  -> dxtrn2[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RCC0045,0.2 h2o[c] + dxtrn2[c]  -> 0.2 glc-D-B[c] + 0.8 dxtrn3[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RCC0046,pi[c] + dxtrn3[c]  -> g1p[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC00028,h2o[c] + malt[c]  -> 2 glc-D-A[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC00010,h2o[c] + tre[c]  -> 2 glc-D[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC02737,g6p-A[c] + udpg[c]  -> h[c] + udp[c] + tre6p[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC02778,h2o[c] + tre6p[c]  -> pi[c] + tre[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC08734,cholcoar[c]  <=> cholcoas[c] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
RC08735,o2[c] + cholcoas[c]  -> h2o2[c] + cholcoads[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RCC0050,h2o[c] + nad[c] + cholcoads[c]  <=> h[c] + nadh[c] + cholcoaone[c] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
RC03719,coa[c] + cholcoaone[c]  -> ppcoa[c] + cholcoa[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC07296,h2o[c] + cholcoa[c]  -> h[c] + coa[c] + cholate[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC03718,gly[c] + cholcoa[c]  -> coa[c] + gchola[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC03720,cholcoa[c] + taur[c]  -> coa[c] + tchola[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC04824,h[c] + nadh[c] + xoldioloneh[c]  <=> nad[c] + xoltriol[c] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
RC08733,atp[c] + coa[c] + thcholstoic[c]  -> amp[c] + ppi[c] + cholcoar[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RM08761,nadph[m] + o2[m] + thcholst[m]  -> h2o[m] + nadp[m] + thcholstoic[m] ,0,1000,"Original iCEL1314 reaction and default constraints."
RM08759,nadp[m] + xoltetrol[m]  <=> h[m] + nadph[m] + thcholst[m] ,-1000,0.01,"Restricting non-canonical NADPH production flux. Canonical reactions were selected based on PMID: 24805240 (incl. RM00248, RC02736, RC01528, RC00267, RM00267, RM01220, RC01220 and RM00216)."
RM04807,h[m] + nadph[m] + o2[m] + xoltriol[m]  -> h2o[m] + nadp[m] + xoltetrol[m] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC04823,h[c] + nadph[c] + xoldiolone[c]  -> nadp[c] + xoldioloneh[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC04826,h[c] + nadph[c] + o2[c] + xol7aone[c]  -> h2o[c] + nadp[c] + xoldiolone[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC04262,nad[c] + xol7a[c]  <=> h[c] + nadh[c] + xol7aone[c] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
RC01463,h[c] + nadph[c] + o2[c] + chsterol[c]  -> h2o[c] + nadp[c] + xol7a[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC07218,h[c] + nadph[c] + o2[c] + chsterol[c]  -> h2o[c] + nadp[c] + xol25oh[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC07209,h[c] + nadph[c] + o2[c] + xol25oh[c]  -> h2o[c] + nadp[c] + xoltri25[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC08723,nad[c] + xoltri25[c]  <=> h[c] + nadh[c] + xol25one[c] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
RM08505,h[m] + nadph[m] + o2[m] + chsterol[m]  -> h2o[m] + nadp[m] + xol27oh[m] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC07372,h[c] + nadph[c] + o2[c] + xol27oh[c]  -> h2o[c] + nadp[c] + xoltri27[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC08724,nad[c] + xoltri27[c]  <=> h[c] + nadh[c] + xol27one[c] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
RC02294,pi[c] + rnam[c]  <=> h[c] + r1p[c] + ncam[c] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
RC02295,h[c] + r1p[c] + nac[c]  <=> pi[c] + nicrns[c] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
RC02323,h2o[c] + nmn[c]  -> pi[c] + rnam[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC03346,h2o[c] + nicrnt[c]  -> pi[c] + nicrns[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC01724,h[c] + prpp[c] + nac[c]  <=> ppi[c] + nicrnt[c] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
RC00137,atp[c] + h[c] + nmn[c]  <=> nad[c] + ppi[c] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
RC03005,atp[c] + h[c] + nicrnt[c]  <=> ppi[c] + dnad[c] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
RC00257,atp[c] + h2o[c] + gln-L[c] + dnad[c]  -> h[c] + amp[c] + nad[c] + ppi[c] + glu-L[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC01268,h2o[c] + ncam[c]  -> nh4[c] + nac[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC00102,h2o[c] + nad[c]  -> h[c] + adprib[c] + ncam[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC04176,nad[c]  -> h[c] + ncam[c] + polyadprib[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RCC0051,h2o[c] + polyadprib[c]  -> adprib[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC04230,atp[c] + cys-L[c] + 4ppan[c]  -> h[c] + amp[c] + ppi[c] + 4ppcys[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC04231,cys-L[c] + ctp[c] + 4ppan[c]  -> h[c] + ppi[c] + cmp[c] + 4ppcys[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC03018,atp[c] + pnto-R[c]  -> adp[c] + h[c] + 4ppan[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC03269,h[c] + 4ppcys[c]  -> co2[c] + pan4p[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC00489,h[c] + asp-L[c]  -> co2[c] + ala-B[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC01819,man6p[c]  <=> f6p[c] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
RC01326,atp[c] + man[c]  -> adp[c] + h[c] + man6p[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC02731,h2o[c] + f26bp[c]  -> f6p[c] + pi[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC00867,atp[c] + fru[c]  -> f6p[c] + adp[c] + h[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC00875,nad[c] + sbt-D[c]  <=> h[c] + nadh[c] + fru[c] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
RC01787,h[c] + nadph[c] + glc-D[c]  <=> nadp[c] + sbt-D[c] ,-0.01,1000,"Restricting non-canonical NADPH production flux. Canonical reactions were selected based on PMID: 24805240 (incl. RM00248, RC02736, RC01528, RC00267, RM00267, RM01220, RC01220 and RM00216)."
RC01818,man1p[c]  <=> man6p[c] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
RC00885,h[c] + gtp[c] + man1p[c]  <=> ppi[c] + gdpmann[c] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
RC00888,gdpmann[c]  -> h2o[c] + gdpddman[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC05692,h[c] + nadph[c] + gdpddman[c]  <=> nadp[c] + gdpfuc[c] ,-0.01,1000,"Restricting non-canonical NADPH production flux. Canonical reactions were selected based on PMID: 24805240 (incl. RM00248, RC02736, RC01528, RC00267, RM00267, RM01220, RC01220 and RM00216)."
RC02732,f6p[c] + atp[c]  -> adp[c] + h[c] + f26bp[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC01092,atp[c] + gal[c]  -> adp[c] + h[c] + gal1p[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC00955,udpg[c] + gal1p[c]  <=> g1p[c] + udpgal[c] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
RC00289,g1p[c] + h[c] + utp[c]  <=> ppi[c] + udpg[c] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
RC00291,udpg[c]  <=> udpgal[c] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
RC01093,h[c] + nadh[c] + gal[c]  <=> nad[c] + galt[c] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
RC01095,h[c] + nadph[c] + gal[c]  <=> nadp[c] + galt[c] ,-0.01,1000,"Restricting non-canonical NADPH production flux. Canonical reactions were selected based on PMID: 24805240 (incl. RM00248, RC02736, RC01528, RC00267, RM00267, RM01220, RC01220 and RM00216)."
RC00801,h2o[c] + sucr[c]  -> glc-D[c] + fru[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC00286,h2o[c] + 2 nad[c] + udpg[c]  -> 3 h[c] + 2 nadh[c] + udpglcur[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC01184,o2[c] + inost[c]  -> h[c] + h2o[c] + glcur[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC02957,2 h2o[c] + nad[c] + glac[c]  <=> 3 h[c] + nadh[c] + glcr[c] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
RC01483,h[c] + glcur[c]  <=> h2o[c] + glac[c] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
RCC0053,h2o[c] + udpglcur[c]  -> h[c] + udp[c] + glcur[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC01904,h[c] + nadph[c] + xylu-L[c]  <=> nadp[c] + xylt[c] ,-0.01,1000,"Restricting non-canonical NADPH production flux. Canonical reactions were selected based on PMID: 24805240 (incl. RM00248, RC02736, RC01528, RC00267, RM00267, RM01220, RC01220 and RM00216)."
RC01431,h[c] + nadph[c] + xyl-D[c]  <=> nadp[c] + xylt[c] ,-0.01,1000,"Restricting non-canonical NADPH production flux. Canonical reactions were selected based on PMID: 24805240 (incl. RM00248, RC02736, RC01528, RC00267, RM00267, RM01220, RC01220 and RM00216)."
RC01758,h[c] + nadh[c] + arab-L[c]  <=> nad[c] + abt[c] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
RC01759,h[c] + nadph[c] + arab-L[c]  <=> nadp[c] + abt[c] ,-0.01,1000,"Restricting non-canonical NADPH production flux. Canonical reactions were selected based on PMID: 24805240 (incl. RM00248, RC02736, RC01528, RC00267, RM00267, RM01220, RC01220 and RM00216)."
RC01639,atp[c] + xylu-D[c]  -> adp[c] + h[c] + xu5p-D[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC02640,nad[c] + guln[c]  <=> h[c] + nadh[c] + 3dhguln[c] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
RC00765,h2o[c] + gam6p[c]  -> f6p[c] + nh4[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC01961,atp[c] + gam[c]  -> adp[c] + h[c] + gam6p[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC02058,accoa[c] + gam6p[c]  -> h[c] + coa[c] + acgam6p[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC02059,h2o[c] + acgam6p[c]  -> ac[c] + gam6p[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC01201,atp[c] + acgam[c]  -> adp[c] + h[c] + acgam6p[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC00293,udpg[c]  -> h2o[c] + udp4k6dg[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC00100,h[c] + nadh[c] + 2 ficytb[c]  <=> nad[c] + 2 focytb[c] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
RC02335,uacgam[c]  -> h[c] + udp[c] + chitin[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC00416,h[c] + utp[c] + acgam1p[c]  <=> ppi[c] + uacgam[c] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
RC08193,acgam6p[c]  <=> acgam1p[c] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
RC01206,h2o[c] + chitin[c]  -> acgam[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC00475,o2[c] + glyclt[c]  -> h2o2[c] + glx[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC07324,g6p-A[c]  -> mi3p-D[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC01185,h2o[c] + mi1p-D[c]  -> pi[c] + inost[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC01186,h2o[c] + mi4p-D[c]  -> pi[c] + inost[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC01187,h2o[c] + mi3p-D[c]  -> pi[c] + inost[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC03361,atp[c] + pail[c]  -> adp[c] + h[c] + pail4p[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC03362,atp[c] + pail[c]  -> adp[c] + h[c] + pail3p[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC05795,atp[c] + pail4p[c]  -> adp[c] + h[c] + pail34p[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC03469,atp[c] + pail4p[c]  -> adp[c] + h[c] + pail45p[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC04404,h2o[c] + pail45p[c]  -> pi[c] + pail4p[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC05803,atp[c] + pail5p[c]  -> adp[c] + h[c] + pail45p[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC04545,atp[c] + pail45p[c]  -> adp[c] + h[c] + pail345p[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC03435,h2o[c] + pail45p[c]  -> h[c] + dag_pl[c] + mi145p[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC03394,h2o[c] + mi145p[c]  -> pi[c] + mi14p[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC04513,h2o[c] + pail345p[c]  -> pi[c] + pail45p[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC00602,h2o2[c] + meoh[c]  -> 2 h2o[c] + fald[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC06983,nad[c] + hmgth[c]  <=> h[c] + nadh[c] + Sfglutth[c] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
RC00527,h2o[c] + Sfglutth[c]  <=> h[c] + for[c] + gthrd[c] ,-1000,1000,"Original iCEL1314 reaction and default constraints."
RC05623,nadph[c] + o2[c] + tma[c]  <=> h2o[c] + nadp[c] + tmao[c] ,-0.01,1000,"Restricting non-canonical NADPH production flux. Canonical reactions were selected based on PMID: 24805240 (incl. RM00248, RC02736, RC01528, RC00267, RM00267, RM01220, RC01220 and RM00216)."
RC00508,h2o[c] + paps[c]  -> pi[c] + aps[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RMC0054,h2o[c] + 2 ficytC[m] + so3[c]  -> 2 h[c] + 2 focytC[m] + so4[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RC01560,h[c] + h2o[c] + adn[c]  -> nh4[c] + ins[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
RCC0055,atp[c] + coa[c] + ddca[c]  -> amp[c] + ppi[c] + ddcacoa[c] ,0,1000,"Original iCEL1314 reaction and default constraints."
